accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.784590304,0.822014153,0.464695305,0.86791873,0.8205446,0.484889805
0.785495222,0.822459042,0.462985992,0.869703352,0.821351945,0.482270122
0.785974026,0.824108422,0.460673153,0.868987441,0.813428223,0.485500574
0.784635127,0.821960747,0.463952154,0.864666164,0.821100295,0.489679784
0.780928373,0.820132732,0.4730784,0.870494366,0.817195833,0.480273426
0.760941267,0.790723681,0.547618151,0.87003541,0.812780678,0.487581432
0.780691147,0.814887047,0.481438905,0.867828369,0.818650424,0.48247382
0.784324348,0.821084619,0.465969652,0.868316054,0.820662916,0.480497509
0.783661485,0.824340165,0.461698651,0.866967797,0.817290545,0.48474744
0.787117779,0.824408352,0.457691342,0.870818496,0.82160908,0.482974082
0.785824001,0.82582283,0.456943899,0.866713881,0.8154338,0.490196049
0.786723375,0.826326966,0.455153227,0.86260134,0.818631709,0.495794743
0.785829961,0.824785411,0.458752513,0.865831316,0.817832649,0.490804106
0.787717164,0.826307416,0.453889698,0.869824827,0.819545925,0.479881316
0.787247419,0.826705158,0.45456031,0.872458518,0.821324944,0.478589594
0.787118316,0.826028645,0.454236656,0.871583223,0.823275983,0.48139587
0.788219631,0.826734364,0.452574611,0.866989136,0.819541991,0.486415416
0.786643565,0.826510727,0.456160098,0.863948345,0.818356216,0.493618101
0.78586477,0.822677016,0.461119771,0.86962831,0.819088757,0.480701208
0.787389755,0.82568562,0.455111057,0.868661523,0.819958508,0.482414544
0.786122441,0.826328933,0.456120104,0.870341182,0.819422364,0.481675118
0.78737402,0.826793671,0.453176469,0.872131944,0.818592012,0.481828421
0.786055684,0.825603485,0.457058311,0.866110861,0.818947732,0.494063467
0.784490585,0.822381675,0.464945793,0.867105722,0.813025057,0.493694127
0.786466658,0.826927006,0.453917503,0.867851555,0.817018747,0.487247169
0.787836432,0.827142835,0.452403277,0.865690947,0.820794165,0.487700582
0.787395537,0.826238632,0.454916984,0.871989727,0.820736408,0.480708688
0.789400876,0.830124259,0.445227295,0.8696118,0.821865439,0.483461142
0.788056135,0.827173531,0.452378362,0.869304836,0.820884228,0.481648833
0.787493289,0.825628459,0.454759628,0.868341684,0.818613708,0.483165085
0.786333025,0.827911854,0.45311594,0.865777612,0.818527222,0.489495546
0.790665865,0.829091251,0.446187377,0.86616087,0.822182655,0.488773227
0.788173974,0.827983379,0.450416774,0.870571911,0.822036028,0.48176074
0.790422738,0.830659986,0.443113118,0.871687651,0.822974563,0.484305948
0.789484262,0.828713894,0.448572904,0.867965698,0.821707606,0.483307928
0.787620246,0.828413188,0.451159298,0.863905013,0.817737877,0.493690491
0.789412618,0.830394268,0.445850462,0.871952534,0.819554031,0.480655819
0.790627182,0.829732418,0.444609672,0.865140975,0.823418438,0.491346925
0.789073825,0.828958035,0.448441684,0.864123523,0.81852001,0.494279683
0.790197253,0.830930829,0.443589061,0.867777109,0.822977066,0.484624475
0.789678812,0.828919291,0.446830302,0.865900874,0.817800879,0.491161078
0.791690767,0.833914459,0.438035667,0.871746242,0.823866785,0.477417231
0.788232028,0.828830242,0.448952705,0.872465193,0.820443273,0.49445504
0.790417612,0.832062244,0.442234218,0.867760599,0.824221969,0.485603094
0.79045254,0.831432045,0.442997932,0.871060193,0.825191319,0.477280498
0.79087925,0.830864131,0.442632943,0.871979356,0.825348854,0.473895341
0.790636837,0.83192414,0.442278057,0.872258902,0.821573615,0.479549408
0.790559053,0.831144631,0.44340378,0.873050511,0.823271453,0.47604692
0.788921118,0.829870045,0.447074234,0.870202005,0.823654115,0.48417604
0.789647222,0.833275497,0.440516889,0.868078589,0.82355541,0.485254139
0.791475356,0.83279407,0.438827157,0.871063828,0.822294474,0.477861583
0.792740226,0.833471894,0.435861498,0.870606065,0.822243929,0.483117789
